humanLabel,uniLabel,orgLabel,orglocationLabel,orgcountryLabel
Ludvig Stavenow,Uppsala University,Uppsala University,Uppsala,Sweden
Einar Stenhagen,Uppsala University,Uppsala University,Uppsala,Sweden
Einar Stenhagen,Uppsala University,University of Gothenburg,Uppsala,Sweden
Fredrik Sterzel,Uppsala University,Uppsala University,Uppsala,Sweden
Mårten Strömer,Uppsala University,Uppsala University,Uppsala,Sweden
Bert Stålhammar,Uppsala University,Uppsala University,Uppsala,Sweden
Q6178761,Uppsala University,Chalmers University of Technology,Gothenburg,Sweden
Olof Sjöstrand,Uppsala University,Chalmers University of Technology,Gothenburg,Sweden
Einar Stenhagen,Uppsala University,Uppsala University,Gothenburg,Sweden
Einar Stenhagen,Uppsala University,University of Gothenburg,Gothenburg,Sweden
Jannis Kallinikos,Uppsala University,Stanford University,Umeå,Sweden
Jannis Kallinikos,Uppsala University,University of Bologna,Umeå,Sweden
Jannis Kallinikos,Uppsala University,London School of Economics and Political Science,Umeå,Sweden
Jannis Kallinikos,Uppsala University,Uppsala University,Umeå,Sweden
Jannis Kallinikos,Uppsala University,Umeå University,Umeå,Sweden
Jannis Kallinikos,Uppsala University,Linnaeus University,Umeå,Sweden
Jannis Kallinikos,Uppsala University,Stanford University,Växjö,Sweden
Jannis Kallinikos,Uppsala University,Stanford University,Ozzano dell'Emilia,Italy
Jannis Kallinikos,Uppsala University,University of Bologna,Ozzano dell'Emilia,Italy
Jannis Kallinikos,Uppsala University,London School of Economics and Political Science,Ozzano dell'Emilia,Italy
Jannis Kallinikos,Uppsala University,Uppsala University,Ozzano dell'Emilia,Italy
Jannis Kallinikos,Uppsala University,Umeå University,Ozzano dell'Emilia,Italy
Jannis Kallinikos,Uppsala University,Linnaeus University,Ozzano dell'Emilia,Italy
Jannis Kallinikos,Uppsala University,Stanford University,Imola,Italy
Jannis Kallinikos,Uppsala University,University of Bologna,Imola,Italy
Jannis Kallinikos,Uppsala University,London School of Economics and Political Science,Imola,Italy
Jannis Kallinikos,Uppsala University,Uppsala University,Imola,Italy
Jannis Kallinikos,Uppsala University,Umeå University,Imola,Italy
Jannis Kallinikos,Uppsala University,Linnaeus University,Imola,Italy
Jannis Kallinikos,Uppsala University,Stanford University,Faenza,Italy
Jannis Kallinikos,Uppsala University,University of Bologna,Faenza,Italy
Jannis Kallinikos,Uppsala University,London School of Economics and Political Science,Faenza,Italy
Jannis Kallinikos,Uppsala University,Uppsala University,Faenza,Italy
Jannis Kallinikos,Uppsala University,Umeå University,Faenza,Italy
Jannis Kallinikos,Uppsala University,Linnaeus University,Faenza,Italy
Jannis Kallinikos,Uppsala University,Stanford University,Cesenatico,Italy
Jannis Kallinikos,Uppsala University,University of Bologna,Cesenatico,Italy
Jannis Kallinikos,Uppsala University,London School of Economics and Political Science,Cesenatico,Italy
Jannis Kallinikos,Uppsala University,Uppsala University,Cesenatico,Italy
Jannis Kallinikos,Uppsala University,Umeå University,Cesenatico,Italy
Jannis Kallinikos,Uppsala University,Linnaeus University,Cesenatico,Italy
Ivar Malmer,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Q5975067,Uppsala University,Karolinska Institute,Stockholm,Sweden
Gunnar Markesjö,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Tommy Möller,Uppsala University,Stockholm University,Stockholm,Sweden
Karl Mörner,Uppsala University,Karolinska Institute,Stockholm,Sweden
Wilhelm Netzel,Uppsala University,Karolinska Institute,Stockholm,Sweden
K.G. Nilson,Uppsala University,Konstfack,Stockholm,Sweden
K.G. Nilson,Uppsala University,Royal Institute of Art,Stockholm,Sweden
Sven Odén,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Henry Olsson,Uppsala University,Stockholm University,Stockholm,Sweden
Sven Ulric Palme,Uppsala University,Stockholm University,Stockholm,Sweden
Walfrid Petersson,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Otto Pettersson,Uppsala University,Stockholm University,Stockholm,Sweden
John Reenstierna,Uppsala University,Uppsala University,Stockholm,Sweden
John Reenstierna,Uppsala University,Karolinska Institute,Stockholm,Sweden
Q6079138,Uppsala University,Uppsala University,Stockholm,Sweden
Q6079138,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Q6079836,Uppsala University,Karolinska Institute,Stockholm,Sweden
Nils Runeby,Uppsala University,Stockholm University,Stockholm,Sweden
Q6085574,Uppsala University,Karolinska Institute,Stockholm,Sweden
Bengt Rånby,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Rolf Santesson,Uppsala University,Uppsala University,Stockholm,Sweden
Rolf Santesson,Uppsala University,Swedish Museum of Natural History,Stockholm,Sweden
Einar Löfstedt den yngre,Uppsala University,Uppsala University,Lund,Sweden
Einar Löfstedt den yngre,Uppsala University,Lund University,Lund,Sweden
Kari Marklund,Uppsala University,University of Oxford,Lund,Sweden
Kari Marklund,Uppsala University,Uppsala University,Lund,Sweden
Kari Marklund,Uppsala University,Lund University,Lund,Sweden
Hugo Odeberg,Uppsala University,Lund University,Lund,Sweden
Wlodek Rabinowicz,Uppsala University,Uppsala University,Lund,Sweden
Wlodek Rabinowicz,Uppsala University,Lund University,Lund,Sweden
Erik Rooth,Uppsala University,Uppsala University,Lund,Sweden
Erik Rooth,Uppsala University,Lund University,Lund,Sweden
Eberhard Rosenblad,Uppsala University,Lund University,Lund,Sweden
Carl Yngve Sahlin,Uppsala University,Uppsala University,Lund,Sweden
Carl Yngve Sahlin,Uppsala University,Lund University,Lund,Sweden
Kari Marklund,Uppsala University,University of Oxford,Oxfordshire,United Kingdom
Kari Marklund,Uppsala University,Uppsala University,Oxfordshire,United Kingdom
Kari Marklund,Uppsala University,Lund University,Oxfordshire,United Kingdom
Einar Löfstedt den yngre,Uppsala University,Uppsala University,Uppsala,Sweden
Einar Löfstedt den yngre,Uppsala University,Lund University,Uppsala,Sweden
Bernhard Elis Malmström,Uppsala University,Uppsala University,Uppsala,Sweden
Gabriel Marklin,Uppsala University,Uppsala University,Uppsala,Sweden
Kari Marklund,Uppsala University,University of Oxford,Uppsala,Sweden
Kari Marklund,Uppsala University,Uppsala University,Uppsala,Sweden
Kari Marklund,Uppsala University,Lund University,Uppsala,Sweden
Johannes Matthiae Gothus,Uppsala University,Uppsala University,Uppsala,Sweden
Carl-Allan Moberg,Uppsala University,Uppsala University,Uppsala,Sweden
Henrik Munthe,Uppsala University,Uppsala University,Uppsala,Sweden
Erik Gabrielsson Emporagrius,Uppsala University,Uppsala University,Uppsala,Sweden
Ludvig Carlsson Mörner,Uppsala University,Uppsala University,Uppsala,Sweden
Vitalis Norström,Uppsala University,Uppsala University,Uppsala,Sweden
Vitalis Norström,Uppsala University,University of Gothenburg,Uppsala,Sweden
Carl Rupert Nyblom,Uppsala University,Uppsala University,Uppsala,Sweden
